Trip ID,Duration,Start Date,Start Station,Start Terminal,End Date,End Station,End Terminal,Bike #,Subscription Type,Zip Code
198535,376,2/28/2014 17:04,2nd at Townsend,61,2/28/2014 17:10,Harry Bridges Plaza (Ferry Building),50,509,Subscriber,94901
198537,312,2/28/2014 17:06,5th at Howard,57,2/28/2014 17:11,San Francisco Caltrain (Townsend at 4th),70,360,Subscriber,94303
198538,260,2/28/2014 17:06,Market at Sansome,77,2/28/2014 17:10,Harry Bridges Plaza (Ferry Building),50,409,Subscriber,94510
198540,542,2/28/2014 17:07,Embarcadero at Folsom,51,2/28/2014 17:16,San Francisco Caltrain 2 (330 Townsend),69,582,Subscriber,94403
198543,537,2/28/2014 17:09,Market at 10th,67,2/28/2014 17:18,San Francisco Caltrain (Townsend at 4th),70,322,Subscriber,94404
198544,295,2/28/2014 17:09,San Jose Diridon Caltrain Station,2,2/28/2014 17:14,Santa Clara at Almaden,4,190,Subscriber,95110
198545,4575,2/28/2014 17:10,Embarcadero at Sansome,60,2/28/2014 18:26,Embarcadero at Sansome,60,622,Customer,10014
198546,464,2/28/2014 17:10,2nd at Folsom,62,2/28/2014 17:18,San Francisco Caltrain (Townsend at 4th),70,259,Subscriber,94111
198547,412,2/28/2014 17:11,2nd at Townsend,61,2/28/2014 17:18,Embarcadero at Folsom,51,578,Subscriber,94709
198548,454,2/28/2014 17:11,Market at 4th,76,2/28/2014 17:18,San Francisco Caltrain (Townsend at 4th),70,510,Subscriber,94062
198549,550,2/28/2014 17:11,Market at Sansome,77,2/28/2014 17:20,San Francisco Caltrain (Townsend at 4th),70,573,Subscriber,95032
198550,388,2/28/2014 17:11,Embarcadero at Folsom,51,2/28/2014 17:18,Broadway St at Battery St,82,419,Subscriber,94133
198555,554,2/28/2014 17:13,Powell at Post (Union Square),71,2/28/2014 17:22,2nd at South Park,64,267,Subscriber,94108
198557,485,2/28/2014 17:14,San Pedro Square,6,2/28/2014 17:23,San Jose Diridon Caltrain Station,2,119,Subscriber,95377
198558,326,2/28/2014 17:15,Embarcadero at Sansome,60,2/28/2014 17:20,Steuart at Market,74,292,Subscriber,94549
198559,458,2/28/2014 17:15,San Francisco Caltrain 2 (330 Townsend),69,2/28/2014 17:23,Powell Street BART,39,495,Subscriber,94501
198560,773,2/28/2014 17:16,Davis at Jackson,42,2/28/2014 17:29,San Francisco Caltrain (Townsend at 4th),70,287,Subscriber,94030
198562,695,2/28/2014 17:17,Spear at Folsom,49,2/28/2014 17:28,Washington at Kearney,46,493,Subscriber,94133
198563,527,2/28/2014 17:12,Beale at Market,56,2/28/2014 17:21,San Francisco Caltrain (Townsend at 4th),70,504,Subscriber,94010
198564,262,2/28/2014 17:17,Embarcadero at Vallejo,48,2/28/2014 17:22,Steuart at Market,74,446,Subscriber,94556
198566,338,2/28/2014 17:20,Yerba Buena Center of the Arts (3rd @ Howard),68,2/28/2014 17:25,San Francisco Caltrain (Townsend at 4th),70,477,Subscriber,94401
198567,630,2/28/2014 17:20,2nd at Townsend,61,2/28/2014 17:30,Mechanics Plaza (Market at Battery),75,428,Subscriber,94121
198568,511,2/28/2014 17:20,Mechanics Plaza (Market at Battery),75,2/28/2014 17:28,Grant Avenue at Columbus Avenue,73,550,Customer,94901
198569,326,2/28/2014 17:22,Powell Street BART,39,2/28/2014 17:27,Market at 10th,67,384,Subscriber,94102
198570,290,2/28/2014 17:23,Castro Street and El Camino Real,32,2/28/2014 17:27,Mountain View Caltrain Station,28,153,Subscriber,94040
198571,443,2/28/2014 17:24,Steuart at Market,74,2/28/2014 17:31,Yerba Buena Center of the Arts (3rd @ Howard),68,292,Subscriber,94105
198572,699,2/28/2014 17:24,Beale at Market,56,2/28/2014 17:36,Powell Street BART,39,402,Subscriber,94107
198573,413,2/28/2014 17:27,2nd at Folsom,62,2/28/2014 17:34,Powell Street BART,39,373,Subscriber,94133
198574,323,2/28/2014 17:27,Market at Sansome,77,2/28/2014 17:32,Harry Bridges Plaza (Ferry Building),50,353,Subscriber,94602
198575,937,2/28/2014 17:27,Market at Sansome,77,2/28/2014 17:43,San Francisco City Hall,58,411,Subscriber,94102
198576,392,2/28/2014 17:27,2nd at South Park,64,2/28/2014 17:34,Townsend at 7th,65,414,Subscriber,94118
198577,336,2/28/2014 17:28,MLK Library,11,2/28/2014 17:33,San Salvador at 1st,8,25,Subscriber,95035
198578,457,2/28/2014 17:28,Embarcadero at Folsom,51,2/28/2014 17:35,San Francisco Caltrain 2 (330 Townsend),69,578,Subscriber,94062
198579,288,2/28/2014 17:28,2nd at Folsom,62,2/28/2014 17:33,Spear at Folsom,49,391,Subscriber,94105
198580,879,2/28/2014 17:28,Market at Sansome,77,2/28/2014 17:43,San Francisco City Hall,58,523,Subscriber,94102
198581,629,2/28/2014 17:29,San Francisco Caltrain (Townsend at 4th),70,2/28/2014 17:40,Spear at Folsom,49,431,Subscriber,94501
198582,694,2/28/2014 17:30,Beale at Market,56,2/28/2014 17:41,San Francisco Caltrain (Townsend at 4th),70,608,Customer,94303
198583,446,2/28/2014 17:30,Embarcadero at Bryant,54,2/28/2014 17:38,Embarcadero at Bryant,54,551,Subscriber,95139
198584,445,2/28/2014 17:30,Embarcadero at Bryant,54,2/28/2014 17:38,Embarcadero at Bryant,54,355,Subscriber,94105
198585,644,2/28/2014 17:31,Beale at Market,56,2/28/2014 17:41,Embarcadero at Bryant,54,392,Subscriber,94105
198586,469,2/28/2014 17:32,2nd at Townsend,61,2/28/2014 17:39,Harry Bridges Plaza (Ferry Building),50,466,Subscriber,94523
198587,610,2/28/2014 17:32,Townsend at 7th,65,2/28/2014 17:42,Harry Bridges Plaza (Ferry Building),50,435,Subscriber,94925
198588,194,2/28/2014 17:32,San Francisco Caltrain 2 (330 Townsend),69,2/28/2014 17:36,Townsend at 7th,65,479,Subscriber,94014
198590,160,2/28/2014 17:33,Clay at Battery,41,2/28/2014 17:35,Market at Sansome,77,453,Subscriber,94103
198591,472,2/28/2014 17:34,2nd at Townsend,61,2/28/2014 17:41,Harry Bridges Plaza (Ferry Building),50,516,Subscriber,94107
198592,395,2/28/2014 17:34,Embarcadero at Sansome,60,2/28/2014 17:41,Steuart at Market,74,545,Subscriber,94565
198593,503,2/28/2014 17:35,5th at Howard,57,2/28/2014 17:43,Harry Bridges Plaza (Ferry Building),50,313,Subscriber,94925
198594,482,2/28/2014 17:36,Commercial at Montgomery,45,2/28/2014 17:44,Powell Street BART,39,581,Subscriber,94606
198596,456,2/28/2014 17:36,Spear at Folsom,49,2/28/2014 17:44,Market at Sansome,77,357,Subscriber,94105
198597,312,2/28/2014 17:38,Steuart at Market,74,2/28/2014 17:43,Embarcadero at Bryant,54,507,Subscriber,94105
198598,668,2/28/2014 17:38,Temporary Transbay Terminal (Howard at Beale),55,2/28/2014 17:49,San Francisco Caltrain (Townsend at 4th),70,377,Subscriber,94301
198599,1018,2/28/2014 17:39,Commercial at Montgomery,45,2/28/2014 17:56,San Francisco Caltrain (Townsend at 4th),70,450,Subscriber,94402
198600,359,2/28/2014 17:40,2nd at South Park,64,2/28/2014 17:46,Temporary Transbay Terminal (Howard at Beale),55,613,Subscriber,94705
198601,900,2/28/2014 17:43,Clay at Battery,41,2/28/2014 17:58,Market at Sansome,77,506,Subscriber,94040
198602,375,2/28/2014 17:44,Howard at 2nd,63,2/28/2014 17:50,San Francisco Caltrain (Townsend at 4th),70,407,Subscriber,94025
198603,476,2/28/2014 17:45,San Francisco Caltrain (Townsend at 4th),70,2/28/2014 17:53,Embarcadero at Bryant,54,413,Subscriber,94107
198604,244,2/28/2014 17:45,Commercial at Montgomery,45,2/28/2014 17:49,Beale at Market,56,547,Subscriber,94703
198605,423,2/28/2014 17:46,Market at 10th,67,2/28/2014 17:53,5th at Howard,57,485,Subscriber,94110
198606,663,2/28/2014 17:50,2nd at Folsom,62,2/28/2014 18:01,Powell at Post (Union Square),71,604,Subscriber,94107
198607,1210,2/28/2014 17:55,San Francisco Caltrain (Townsend at 4th),70,2/28/2014 18:15,Embarcadero at Sansome,60,287,Subscriber,94111
198608,385,2/28/2014 17:56,Castro Street and El Camino Real,32,2/28/2014 18:03,Mountain View Caltrain Station,28,245,Subscriber,94040
198609,539,2/28/2014 17:57,2nd at South Park,64,2/28/2014 18:06,5th at Howard,57,530,Subscriber,94115
198610,378,2/28/2014 17:57,2nd at Folsom,62,2/28/2014 18:03,5th at Howard,57,487,Subscriber,94103
198611,326,2/28/2014 17:57,Embarcadero at Vallejo,48,2/28/2014 18:02,Beale at Market,56,367,Subscriber,94707
198612,520,2/28/2014 17:57,2nd at South Park,64,2/28/2014 18:06,Steuart at Market,74,267,Subscriber,94114
198613,616,2/28/2014 17:55,Market at 10th,67,2/28/2014 18:05,San Francisco Caltrain (Townsend at 4th),70,275,Subscriber,94709
198614,367,2/28/2014 17:59,Embarcadero at Sansome,60,2/28/2014 18:05,Harry Bridges Plaza (Ferry Building),50,631,Subscriber,94507
198615,666,2/28/2014 17:58,Powell Street BART,39,2/28/2014 18:09,Harry Bridges Plaza (Ferry Building),50,276,Subscriber,94903
198616,852,2/28/2014 18:00,San Francisco Caltrain (Townsend at 4th),70,2/28/2014 18:15,Civic Center BART (7th at Market),72,348,Subscriber,94127
198617,852,2/28/2014 18:00,San Francisco Caltrain (Townsend at 4th),70,2/28/2014 18:15,Civic Center BART (7th at Market),72,482,Subscriber,94122
198618,438,2/28/2014 18:01,Grant Avenue at Columbus Avenue,73,2/28/2014 18:08,Harry Bridges Plaza (Ferry Building),50,222,Customer,94901
198619,371,2/28/2014 18:01,Commercial at Montgomery,45,2/28/2014 18:07,Temporary Transbay Terminal (Howard at Beale),55,620,Subscriber,94611
198620,815,2/28/2014 18:01,2nd at South Park,64,2/28/2014 18:15,Clay at Battery,41,606,Subscriber,94107
198623,440,2/28/2014 17:55,Market at Sansome,77,2/28/2014 18:02,Civic Center BART (7th at Market),72,352,Subscriber,94103
198624,507,2/28/2014 18:03,San Francisco Caltrain 2 (330 Townsend),69,2/28/2014 18:11,Powell Street BART,39,427,Subscriber,94544
198625,233,2/28/2014 18:03,University and Emerson,35,2/28/2014 18:07,Cowper at University,37,138,Subscriber,94301
198626,825,2/28/2014 18:03,Broadway St at Battery St,82,2/28/2014 18:17,San Francisco Caltrain (Townsend at 4th),70,569,Subscriber,95130
198627,330,2/28/2014 18:04,2nd at Townsend,61,2/28/2014 18:10,Market at Sansome,77,283,Subscriber,94702
198629,521,2/28/2014 18:03,Powell Street BART,39,2/28/2014 18:11,Temporary Transbay Terminal (Howard at Beale),55,495,Subscriber,94602
198631,688,2/28/2014 18:06,San Francisco Caltrain (Townsend at 4th),70,2/28/2014 18:18,Harry Bridges Plaza (Ferry Building),50,514,Subscriber,94930
198632,608,2/28/2014 18:07,2nd at South Park,64,2/28/2014 18:17,5th at Howard,57,515,Subscriber,94103
198633,243,2/28/2014 18:08,Townsend at 7th,65,2/28/2014 18:12,San Francisco Caltrain (Townsend at 4th),70,389,Subscriber,94158
198634,598,2/28/2014 18:08,Market at 4th,76,2/28/2014 18:18,San Francisco Caltrain (Townsend at 4th),70,324,Subscriber,94040
198636,611,2/28/2014 18:11,Steuart at Market,74,2/28/2014 18:21,San Francisco Caltrain (Townsend at 4th),70,545,Subscriber,94158
198637,342,2/28/2014 18:12,Mountain View Caltrain Station,28,2/28/2014 18:18,Castro Street and El Camino Real,32,146,Subscriber,94041
198638,209,2/28/2014 18:13,Steuart at Market,74,2/28/2014 18:16,Embarcadero at Folsom,51,375,Subscriber,94040
198639,342,2/28/2014 18:13,Yerba Buena Center of the Arts (3rd @ Howard),68,2/28/2014 18:19,Civic Center BART (7th at Market),72,292,Subscriber,94103
198640,336,2/28/2014 18:14,Spear at Folsom,49,2/28/2014 18:20,Beale at Market,56,431,Subscriber,94110
198641,498,2/28/2014 18:10,Powell Street BART,39,2/28/2014 18:19,Washington at Kearney,46,373,Subscriber,94133
198642,908,2/28/2014 18:14,Mechanics Plaza (Market at Battery),75,2/28/2014 18:30,Townsend at 7th,65,345,Subscriber,94107
198643,496,2/28/2014 18:16,Howard at 2nd,63,2/28/2014 18:24,San Francisco Caltrain 2 (330 Townsend),69,439,Subscriber,95112
198644,1034,2/28/2014 18:17,Embarcadero at Folsom,51,2/28/2014 18:34,Embarcadero at Bryant,54,329,Subscriber,94040
198646,188,2/28/2014 18:20,Beale at Market,56,2/28/2014 18:23,Beale at Market,56,431,Subscriber,94110
198647,304,2/28/2014 18:20,Clay at Battery,41,2/28/2014 18:25,Market at Sansome,77,606,Subscriber,94612
198648,408,2/28/2014 18:20,Townsend at 7th,65,2/28/2014 18:27,Civic Center BART (7th at Market),72,414,Subscriber,94541
198649,330,2/28/2014 18:23,Harry Bridges Plaza (Ferry Building),50,2/28/2014 18:28,Embarcadero at Bryant,54,409,Subscriber,94105
198652,267,2/28/2014 18:24,5th at Howard,57,2/28/2014 18:29,San Francisco Caltrain (Townsend at 4th),70,632,Subscriber,94301
198653,702,2/28/2014 18:24,Spear at Folsom,49,2/28/2014 18:36,Powell at Post (Union Square),71,395,Subscriber,94105
198654,444,2/28/2014 18:25,Howard at 2nd,63,2/28/2014 18:32,San Francisco Caltrain 2 (330 Townsend),69,274,Subscriber,94102
198655,721,2/28/2014 18:25,Steuart at Market,74,2/28/2014 18:37,Yerba Buena Center of the Arts (3rd @ Howard),68,454,Subscriber,94117
198658,291,2/28/2014 18:25,Embarcadero at Sansome,60,2/28/2014 18:30,Steuart at Market,74,287,Subscriber,94609
198659,545,2/28/2014 18:26,2nd at Townsend,61,2/28/2014 18:35,Townsend at 7th,65,268,Customer,20004
198663,749,2/28/2014 18:28,Market at 4th,76,2/28/2014 18:40,Golden Gate at Polk,59,634,Subscriber,94122
198664,321,2/28/2014 18:29,Commercial at Montgomery,45,2/28/2014 18:34,Davis at Jackson,42,437,Subscriber,94111
198666,301,2/28/2014 18:29,2nd at South Park,64,2/28/2014 18:34,San Francisco Caltrain 2 (330 Townsend),69,278,Subscriber,94107
198668,386,2/28/2014 18:28,San Francisco Caltrain (Townsend at 4th),70,2/28/2014 18:35,Embarcadero at Bryant,54,608,Subscriber,94105
198669,517,2/28/2014 18:32,2nd at Townsend,61,2/28/2014 18:41,Harry Bridges Plaza (Ferry Building),50,465,Subscriber,94558
198671,956,2/28/2014 18:34,Washington at Kearney,46,2/28/2014 18:50,Embarcadero at Bryant,54,548,Subscriber,94107
198672,105,2/28/2014 18:35,Embarcadero at Bryant,54,2/28/2014 18:36,Spear at Folsom,49,507,Subscriber,94105
198673,227,2/28/2014 18:35,Evelyn Park and Ride,30,2/28/2014 18:39,Mountain View Caltrain Station,28,129,Subscriber,94133
198674,615,2/28/2014 18:38,Broadway St at Battery St,82,2/28/2014 18:48,Powell at Post (Union Square),71,617,Subscriber,94109
198675,469,2/28/2014 18:39,San Francisco Caltrain 2 (330 Townsend),69,2/28/2014 18:47,Powell Street BART,39,439,Subscriber,94103
198676,330,2/28/2014 18:41,Commercial at Montgomery,45,2/28/2014 18:46,Grant Avenue at Columbus Avenue,73,416,Subscriber,94133
198677,901,2/28/2014 18:41,San Francisco Caltrain 2 (330 Townsend),69,2/28/2014 18:56,Washington at Kearney,46,541,Subscriber,94133
198680,1377,2/28/2014 18:45,Cowper at University,37,2/28/2014 19:08,Broadway at Main,25,695,Subscriber,94061
198681,280,2/28/2014 18:46,2nd at South Park,64,2/28/2014 18:51,Market at Sansome,77,398,Subscriber,94568
198682,419,2/28/2014 18:46,San Francisco Caltrain (Townsend at 4th),70,2/28/2014 18:53,Howard at 2nd,63,389,Subscriber,94105
198683,492,2/28/2014 18:47,Steuart at Market,74,2/28/2014 18:55,Yerba Buena Center of the Arts (3rd @ Howard),68,339,Customer,94121
198684,359,2/28/2014 18:47,Beale at Market,56,2/28/2014 18:53,Spear at Folsom,49,556,Subscriber,94105
198685,271,2/28/2014 18:48,Yerba Buena Center of the Arts (3rd @ Howard),68,2/28/2014 18:52,San Francisco Caltrain (Townsend at 4th),70,454,Subscriber,94087
198686,393,2/28/2014 18:48,San Francisco Caltrain 2 (330 Townsend),69,2/28/2014 18:55,2nd at South Park,64,563,Subscriber,94107
198688,256,2/28/2014 18:52,Davis at Jackson,42,2/28/2014 18:57,Commercial at Montgomery,45,437,Subscriber,94111
198690,282,2/28/2014 18:53,2nd at Townsend,61,2/28/2014 18:58,San Francisco Caltrain 2 (330 Townsend),69,341,Subscriber,94109
198693,371,2/28/2014 18:54,Commercial at Montgomery,45,2/28/2014 19:01,Beale at Market,56,347,Subscriber,94105
198695,293,2/28/2014 18:55,Post at Kearney,47,2/28/2014 19:00,2nd at South Park,64,637,Subscriber,94939
198696,243,2/28/2014 18:55,2nd at South Park,64,2/28/2014 19:00,Temporary Transbay Terminal (Howard at Beale),55,491,Subscriber,94618
198699,674,2/28/2014 18:59,Temporary Transbay Terminal (Howard at Beale),55,2/28/2014 19:10,2nd at Townsend,61,613,Subscriber,94158
198700,484,2/28/2014 19:00,Harry Bridges Plaza (Ferry Building),50,2/28/2014 19:08,Grant Avenue at Columbus Avenue,73,222,Subscriber,94133
198701,718,2/28/2014 18:58,Steuart at Market,74,2/28/2014 19:10,San Francisco Caltrain 2 (330 Townsend),69,287,Subscriber,94040
198702,618,2/28/2014 19:03,Market at Sansome,77,2/28/2014 19:14,San Francisco Caltrain 2 (330 Townsend),69,332,Subscriber,95008
198703,164816,2/28/2014 19:05,Grant Avenue at Columbus Avenue,73,3/2/2014 16:52,Grant Avenue at Columbus Avenue,73,319,Customer,94110
198704,387,2/28/2014 19:05,2nd at South Park,64,2/28/2014 19:12,Harry Bridges Plaza (Ferry Building),50,578,Subscriber,94501
198707,936,2/28/2014 19:12,Mountain View Caltrain Station,28,2/28/2014 19:27,Rengstorff Avenue / California Street,33,302,Subscriber,94040
198708,185,2/28/2014 19:12,2nd at South Park,64,2/28/2014 19:15,2nd at Folsom,62,563,Subscriber,94501
198709,525,2/28/2014 19:12,San Francisco Caltrain 2 (330 Townsend),69,2/28/2014 19:21,Harry Bridges Plaza (Ferry Building),50,271,Subscriber,94577
198710,323,2/28/2014 19:13,Yerba Buena Center of the Arts (3rd @ Howard),68,2/28/2014 19:19,San Francisco Caltrain 2 (330 Townsend),69,339,Subscriber,94107
198713,453,2/28/2014 19:17,San Francisco Caltrain 2 (330 Townsend),69,2/28/2014 19:24,Powell Street BART,39,341,Subscriber,94114
198715,563,2/28/2014 19:19,Powell at Post (Union Square),71,2/28/2014 19:28,Market at 10th,67,604,Subscriber,94102
198716,771,2/28/2014 19:20,San Jose Diridon Caltrain Station,2,2/28/2014 19:33,MLK Library,11,685,Subscriber,95112
198717,615,2/28/2014 19:22,2nd at Folsom,62,2/28/2014 19:33,Civic Center BART (7th at Market),72,603,Subscriber,94102
198718,76,2/28/2014 19:23,2nd at Folsom,62,2/28/2014 19:24,Howard at 2nd,63,563,Subscriber,94501
198719,185,2/28/2014 19:23,2nd at South Park,64,2/28/2014 19:26,San Francisco Caltrain (Townsend at 4th),70,637,Subscriber,94063
198720,425,2/28/2014 19:23,5th at Howard,57,2/28/2014 19:30,South Van Ness at Market,66,485,Subscriber,94103
198721,519,2/28/2014 19:17,Market at Sansome,77,2/28/2014 19:25,Clay at Battery,41,606,Subscriber,94040
198722,618,2/28/2014 19:25,San Francisco Caltrain (Townsend at 4th),70,2/28/2014 19:36,Harry Bridges Plaza (Ferry Building),50,569,Subscriber,94610
198728,249,2/28/2014 19:33,San Francisco Caltrain (Townsend at 4th),70,2/28/2014 19:37,2nd at South Park,64,632,Subscriber,94107
198730,983,2/28/2014 19:35,Powell at Post (Union Square),71,2/28/2014 19:51,Spear at Folsom,49,395,Subscriber,94105
198731,592,2/28/2014 19:36,Civic Center BART (7th at Market),72,2/28/2014 19:46,Powell at Post (Union Square),71,352,Customer,94595
198732,647,2/28/2014 19:36,San Jose Diridon Caltrain Station,2,2/28/2014 19:47,SJSU - San Salvador at 9th,16,701,Subscriber,95112
198733,783,2/28/2014 19:37,Howard at 2nd,63,2/28/2014 19:50,Townsend at 7th,65,563,Subscriber,94107
198734,899,2/28/2014 19:37,San Francisco Caltrain (Townsend at 4th),70,2/28/2014 19:52,Broadway St at Battery St,82,377,Subscriber,94133
198736,164,2/28/2014 19:40,Embarcadero at Folsom,51,2/28/2014 19:43,Steuart at Market,74,500,Subscriber,94103
198737,428,2/28/2014 19:41,San Francisco Caltrain 2 (330 Townsend),69,2/28/2014 19:48,5th at Howard,57,288,Subscriber,94103
198739,196,2/28/2014 19:44,Mountain View City Hall,27,2/28/2014 19:48,Mountain View Caltrain Station,28,134,Subscriber,94401
198742,197,2/28/2014 20:06,Golden Gate at Polk,59,2/28/2014 20:09,Civic Center BART (7th at Market),72,562,Subscriber,94114
198743,552,2/28/2014 20:10,Embarcadero at Bryant,54,2/28/2014 20:19,Howard at 2nd,63,315,Customer,10028
198744,528,2/28/2014 20:11,Embarcadero at Bryant,54,2/28/2014 20:19,Howard at 2nd,63,619,Customer,10028
198745,435,2/28/2014 20:15,5th at Howard,57,2/28/2014 20:22,San Francisco Caltrain (Townsend at 4th),70,618,Subscriber,95110
198746,293,2/28/2014 20:16,Market at 10th,67,2/28/2014 20:20,Powell Street BART,39,317,Subscriber,94107
198747,466,2/28/2014 20:16,Market at 10th,67,2/28/2014 20:24,Market at 4th,76,384,Subscriber,94108
198748,250,2/28/2014 20:17,Howard at 2nd,63,2/28/2014 20:21,2nd at Townsend,61,277,Subscriber,94107
198749,760,2/28/2014 20:18,Market at 4th,76,2/28/2014 20:31,San Francisco Caltrain 2 (330 Townsend),69,481,Subscriber,94102
198750,254,2/28/2014 20:22,Townsend at 7th,65,2/28/2014 20:26,San Francisco Caltrain (Townsend at 4th),70,268,Subscriber,94107
198751,160,2/28/2014 20:24,Market at Sansome,77,2/28/2014 20:26,Commercial at Montgomery,45,425,Subscriber,94111
198752,471,2/28/2014 20:25,Market at 4th,76,2/28/2014 20:33,Davis at Jackson,42,614,Subscriber,94108
198753,1010,2/28/2014 20:26,Market at 4th,76,2/28/2014 20:43,Davis at Jackson,42,384,Subscriber,94111
198754,293,2/28/2014 20:26,Market at Sansome,77,2/28/2014 20:31,Washington at Kearney,46,286,Subscriber,94107
198755,1463,2/28/2014 20:28,Redwood City Public Library,24,2/28/2014 20:53,Cowper at University,37,90,Subscriber,94061
198757,277,2/28/2014 20:40,Mountain View Caltrain Station,28,2/28/2014 20:45,Castro Street and El Camino Real,32,129,Subscriber,94040
198760,598,2/28/2014 20:59,Market at Sansome,77,2/28/2014 21:09,South Van Ness at Market,66,283,Subscriber,94102
198761,399,2/28/2014 20:59,Market at Sansome,77,2/28/2014 21:06,Civic Center BART (7th at Market),72,337,Subscriber,94103
198763,685,2/28/2014 21:32,Clay at Battery,41,2/28/2014 21:43,Post at Kearney,47,606,Customer,56006
198764,168,2/28/2014 21:32,2nd at Townsend,61,2/28/2014 21:35,San Francisco Caltrain (Townsend at 4th),70,427,Subscriber,94107
198765,429,2/28/2014 21:34,Embarcadero at Bryant,54,2/28/2014 21:41,San Francisco Caltrain 2 (330 Townsend),69,433,Subscriber,94105
198766,342,2/28/2014 21:41,Market at Sansome,77,2/28/2014 21:46,Yerba Buena Center of the Arts (3rd @ Howard),68,398,Subscriber,94105
198767,744,2/28/2014 21:50,South Van Ness at Market,66,2/28/2014 22:03,Post at Kearney,47,511,Subscriber,94702
198768,225,2/28/2014 21:54,2nd at Folsom,62,2/28/2014 21:57,Yerba Buena Center of the Arts (3rd @ Howard),68,635,Subscriber,94107
198770,850,2/28/2014 22:19,Townsend at 7th,65,2/28/2014 22:34,Post at Kearney,47,479,Subscriber,94108
198771,385,2/28/2014 22:15,Powell Street BART,39,2/28/2014 22:22,South Van Ness at Market,66,483,Subscriber,94404
198772,145,2/28/2014 22:38,Commercial at Montgomery,45,2/28/2014 22:40,Davis at Jackson,42,425,Subscriber,94111
198773,677,2/28/2014 22:45,Embarcadero at Sansome,60,2/28/2014 22:56,Market at 4th,76,438,Subscriber,94102
198774,64128,2/28/2014 23:01,Civic Center BART (7th at Market),72,3/1/2014 16:50,Harry Bridges Plaza (Ferry Building),50,414,Customer,94124
198775,570,2/28/2014 23:20,2nd at South Park,64,2/28/2014 23:30,Townsend at 7th,65,577,Subscriber,94107
